18195367,7301734,
17921707,7315519,
17379499,8119222,
18182553,7301734,
18659885,8119201,
16723927,7315510,
18293309,7301734,
17707127,7315519,
17232437,7315510,
15991593,7315510,
16552533,7315510,
18586837,7301734,
16692379,7301734,
18624235,8247655,
17555245,8119213,
16470525,7315489,
16843723,7315510,
17836071,7315510,
16525469,7315510,
16644161,7315510,
16265605,7315510,
16125083,7315510,
16644031,7315510,
17496643,8247655,
18293227,7315510,
17561187,8247655,
16549609,7315510,
17228847,7301734,
16555995,7315510,
18457059,7301734,
18532797,8119201,
17330431,7315510,
16489395,7315510,
16451695,7315510,
16695251,7315510,
18090237,7301734,
18480799,7315507,
18631711,7301734,
17191723,7315489,
18491511,7301734,
18487035,7301734,
16692417,7301734,
14389441,7311790,
17497237,7315504,
17827221,7315504,
17827219,7315504,
16726129,7315504,
17827217,7315504,
17827215,7315504,
17827213,7315504,
15146369,7315504,
15090527,7315504,
17827211,7315504,
15038043,7315504,
15037955,7315504,
17827209,7315504,
17827207,7315504,
14732047,7315504,
14472691,7315504,
15655507,8247658,
17737283,8247658,
16575513,8247658,
15527539,7311790,
14299243,8247658,
18062975,7315504,
17894543,7315504,
17532521,7315504,
16590943,7315504,
16285447,7315504,
15147993,7315504,
16028595,7315504,
14416141,7315504,
18500313,7315507,
17638545,7315507,
16710041,7315507,
16590849,7315507,
14758795,7315507,
14703347,7315507,
14554915,7315507,
14999195,8247658,
14854413,8247658,
14322091,8247658,
16449311,8247658,
15976409,8247658,
15766195,8247658,
14883335,8247658,
18288559,7315504,
18259513,7315504,
18119193,7315504,
18092689,7315504,
18063835,7315504,
17925957,7315504,
17885741,7315504,
17095419,7315504,
16756955,7315504,
16526003,7315504,
14528545,7311790,
14504441,7311790,
14242675,7315477,
14242459,7315477,
14154523,7315486,
16631423,8247658,
17623439,8247658,
15764837,8247658,
15151523,8247658,
14298565,8247658,
18491005,7301734,
16989665,7315498,
17838427,7315498,
15931317,7315498,
14850467,7315498,
14641457,7315498,
14446389,7315498,
18293415,7315510,
15575645,7315510,
14575181,7315510,
17286295,7315507,
17111289,7315507,
16332531,7315507,
15979171,7315507,
15160675,7315507,
14509281,7315507,
18612683,7315510,
17764517,8247658,
17597131,8247658,
15592783,7315498,
17316905,7315498,
14702253,7315498,
14644175,7315498,
14445793,7315498,
17706099,8119201,
17703475,8119201,
17314477,7315507,
16159811,7315507,
14882119,7315507,
14703333,7315507,
14547411,7315507,
17153941,7311790,
17137479,7311790,
17130291,7311790,
18054187,7311790,
17143253,7301734,
15531355,8119201,
15511043,8119201,
14599307,7311790,
18586581,7301734,
15056579,7311790,
15249727,7311790,
18291353,7311790,
14491909,7311790,
14694205,7311790,
14500457,7311790,
14509563,7311790,
14419767,7311790,
14407909,7311790,
18034913,8119222,
16102025,8119222,
16526627,8119222,
15283657,8119222,
18063327,7315504,
18035267,7315504,
14570223,7315504,
16590409,7315504,
14579693,7315498,
14223887,7311790,
17596411,7315507,
16492245,7315507,
16362849,7315507,
15492951,7315507,
14881509,7315507,
17271161,7315507,
16156383,7315507,
15417497,7315507,
15109755,7315507,
14674475,7315507,
14644903,7315507,
14583317,7315507,
14554847,7315507,
16713787,7315507,
17610207,7315507,
15004441,7315507,
14554525,7315507,
15579213,7311790,
15520517,7311790,
15069395,7311790,
18092237,7315507,
17313201,7315507,
16455345,7315507,
15526329,7315507,
14886405,7315507,
15258867,7315507,
14529451,7315507,
15249265,7311790,
18077899,8247658,
16959325,8247658,
16471783,8247658,
15589805,8247658,
14320433,8247658,
15218815,8119201,
14337383,7311790,
14535615,7311790,
17824513,8247658,
16652515,8247658,
15957933,8247658,
14297845,8247658,
18288281,7301734,
15282963,8119222,
14546399,8119222,
15028357,7311790,
14654721,7311790,
17060453,7315498,
15562763,7315498,
14643919,7315498,
14446617,7315498,
17042227,7315507,
16277403,7315507,
16277333,7315507,
18000451,8247658,
16907705,8247658,
15975347,8247658,
14301683,8247658,
15123023,8247658,
15509899,7311790,
16323903,8119213,
17264891,8119213,
18034541,8247658,
17126751,8247658,
16450191,8247658,
15491083,8247658,
14305677,8247658,
18629423,7301734,
17188619,8119213,
18066277,8119213,
16578691,8119213,
15452293,8119213,
14642013,8119213,
18260975,7315504,
17535303,7315504,
18118371,7315504,
17832819,7315504,
17492675,7315504,
17234321,7315504,
15995973,7315504,
15900649,7315504,
14573217,7315504,
17497271,7315504,
16524517,7315504,
16524313,7315504,
18226323,7315504,
17187737,7315504,
17236423,7315504,
16503571,7315504,
16503545,7315504,
14572421,7315504,
16750229,8247658,
15275991,8247658,
14321119,8247658,
15562605,7311790,
15562603,7311790,
14802969,7311790,
18409245,8119201,
15309693,7311790,
15285577,7311790,
15282479,7311790,
14887831,7311790,
14720973,7311790,
18440403,7311790,
16696671,7315507,
15948419,7315507,
14882535,7315507,
15399973,7311790,
15400027,7311790,
15093633,7311790,
14323929,7311790,
14538921,7311790,
16449731,7311790,
15996261,8119201,
15992517,8119201,
16590433,7311790,
16151523,8119201,
18035409,7315504,
14575261,7315504,
14487315,7315507,
14338797,7315507,
14222973,7311790,
17609005,7315507,
17475851,7315507,
16969011,7315507,
16136185,7315507,
15640205,7315507,
14644177,7315507,
14816065,7315507,
14703381,7315507,
14630255,7315507,
14630207,7315507,
16582107,7311790,
16648457,7311790,
17638399,8294125,
17497901,8294125,
15592649,8294125,
14672093,8294125,
14396527,8294125,
14301633,8294125,
15199295,7311790,
15020903,7311790,
15058261,7311790,
14725327,7311790,
14704219,7311790,
14584275,7311790,
17402343,7315507,
16453527,7315507,
15511593,7315507,
14674301,7315507,
14645159,7315507,
14640525,7315507,
14528985,7315507,
14283875,7311790,
14283659,7311790,
18066283,8247658,
17802289,8247658,
17802281,8247658,
16863739,7315498,
15560481,7315498,
16693035,7315498,
14642227,7315498,
14446107,7315498,
16854201,7301734,
14672087,7311790,
17939095,7315498,
16972405,7315498,
16132839,7315498,
16132833,7315498,
14643493,7315498,
14445475,7315498,
16708913,8247658,
14323077,8247658,
15998633,8247658,
16966349,8247658,
16058995,8247658,
14296793,8247658,
18253563,7315504,
18119181,7315504,
18115641,7315504,
18115627,7315504,
18063171,7315504,
18007167,7315504,
17980303,7315504,
17954033,7315504,
17894777,7315504,
17832945,7315504,
17801431,7315504,
16846267,7315504,
16558371,7315504,
16545445,7315504,
15865515,7315504,
15145709,7315504,
15145677,7315504,
17158215,8119222,
17158199,8119222,
14546809,8119222,
15141939,7311790,
15141937,7311790,
15141935,7311790,
15141933,7311790,
15141931,7311790,
15544185,7311790,
15528255,7311790,
15669487,7311790,
15090019,7311790,
15092583,7315498,
16116171,7315498,
15004087,7315498,
14744723,7315498,
14561873,7315498,
17897491,8247658,
16540429,8247658,
15281431,8247658,
14324307,8247658,
17574097,8247658,
15446139,8247658,
15247551,8247658,
15089987,8247658,
14843265,8247658,
14299929,8247658,
15157913,7311790,
18341101,7315507,
17639077,7315507,
17838429,7315507,
16559047,7315507,
15530633,7315507,
15162607,7315507,
15017645,7315507,
14886233,7315507,
14546851,7315507,
18035365,8119222,
16325007,8119222,
14573877,8119222,
14444215,7315504,
16284355,7311790,
16284353,7311790,
16284351,7311790,
16330811,8119201,
16320009,8119201,
18471161,7315504,
18007227,7315504,
18352315,7315504,
17830837,7315504,
17838431,7315504,
16524297,7315504,
16524111,7315504,
14569727,7315504,
15916385,7315498,
17315945,7315498,
14754113,7315498,
14446363,7315498,
14288715,7315477,
14243913,7311790,
16525451,7311790,
14882325,7315507,
16190129,7311790,
17032785,7311790,
16831759,8119201,
17803859,7315498,
16870177,7315498,
15592985,7315498,
16693047,7315498,
14643751,7315498,
14449023,7315498,
17867043,8119213,
14439683,8119213,
17554605,8119213,
15961071,8119213,
17379645,8119213,
15294083,8119213,
16122637,8119213,
17004555,8119213,
15998411,8119213,
18586563,7301734,
16523303,7315504,
14576943,7315504,
18590399,8119201,
18590459,7301734,
15138919,7311790,
14941121,7311790,
14938263,7311790,
14938261,7311790,
14938259,7311790,
14927505,7311790,
14927503,7311790,
14927501,7311790,
14927495,7311790,
18103573,8119213,
17562759,8119213,
16092063,8119213,
15998429,8119213,
16814775,8119213,
15294195,8119213,
18034933,8247655,
16579181,8247655,
17469547,8247655,
16500209,7311790,
16534091,7311790,
16127065,8119201,
16521463,8119222,
16358573,8119222,
17529323,8119213,
15294253,8119213,
14327259,7315477,
14327257,8119201,
15222023,7311790,
15021547,7311790,
15041547,7311790,
14653751,7311790,
18009955,8247658,
16780559,8247658,
15685829,8247658,
14296257,8247658,
17636821,8247658,
16722295,8247658,
15958679,8247658,
14304337,8247658,
16244531,7311790,
14245353,7311790,
14245359,7311790,
